Dealer Number,Dealer Name,Store Address Line 1,Store City
1801834,T & T Tire Service,PO BOX 865,ELIZABETHTOWN
1805109,T AND W TIRE LLC,PO BOX 82546,OKLAHOMA CITY
1813517,T J'S TIRE,717 FRONT ST.,CLAY CITY
1802734,T P Brake and Muffler Inc,1205 ORISKANY ST,UTICA
1812187,T STACK TIRE,357 HARD SCRABBLE RD,LITTLE FALLS
1803674,T&A AMERICAN CAR CARE,5132 DOGWOOD DRIVE,MILTON
1932498,T&A Automotive Inc dba The Tire Barn,10 Maryhill Lane,Aitkin
1810053,T&M TIRE SERVICE INC.,9565 N INDUSTRIAL DR,ST. JOHN
1802724,"T&S TIRE AND LUBE, LLC dba T&S AUTO SERVICE",627 N. MAIN ST.,JACKSBORO
1802254,T-CARE OF JACKSON LLC dba T-CARE OF JACKSON,311 S HWY,JACKSON
1809950,T. P. Tire Service Inc,1265 GUINTOLI LANE,ARCATA
1806950,T.K. TIRE,1564 MASSILLON ROAD,AKRON
1805569,T.K.I. Inc,309 NORTH AVE,SKOWHEGAN
1809316,T.R. ASHWORTH INC.,120 SOUTH MAIN STREET,FUQUAY VARINA
1805859,Tabors Towing and Repair,433 S MAIN,MARION
1809608,TALLAHASSEE DODGE CHRYSLER JEEP RAM,3987 WEST TENNESSEE ST,TALLAHASSEE
1807462,Talley Tire,18517 US 281,WINDTHORST
1804593,TALLEY'S GARAGE,3817 WEST 9TH STREET,TRAINER
1809515,TAMMEN AUTO & TIRE INC,901 S WESTERN AVE,HARTFORD
1807057,TANDEM TIRE - STORE 1 DUBUQUE,P0 B0X 717,DUBUQUE
1807062,TANDEM TIRE - STORE 7 POTOSI,P0 B0X 717,DUBUQUE
1809856,TANNER'S USED CARS & TRUCKS,13214 S. CALHOUN HWY.,ARNOLDSBURG
1806938,TARHEEL MOTORS,1236 HEDGECOCK RD,RANDLEMAN
1813030,Tasmanian Tire,2345 EIFERT RD.,HOLT
1808517,TATE BROTHERS TIRE & AUTO,7825 HWY 51 NORTH,MILLINGTON
1811744,TAYLOR AUTOMOTIVE INC,1007 HAWKINS AVE,SANFORD
1808781,TAYLOR COUNTY TIRE SALES INC.,1636 NEW COLUMBIA ROAD,CAMPBELLSVILLE
1801695,"TAYLOR'S AUTOMOTIVE, INC.",334 BARTON-ORLEANS RD.,BARTON
1806564,TAYLOR'S FAMILY CAR CARE,1434 IMLAY CITY RD,LAPEER
1808571,TAYLORS AUTOMOTIVE INC,10385 LEMOYNE BLVD,DIBERVILLE
1803098,Taylors Discount Tire,2100 E. CONE BLVD.,GREENSBORO
1803098,Taylors Discount Tire,2100 E. CONE BLVD.,GREENSBORO
1803138,TC2 INC - RACEWAY TIRE & EXHAUST,P0 B0X 104,PELLA
1810289,TDC AUTO REPAIR,230 OLD RTE 32,SAUGERTIES
1806493,TEAM MATTHEWS TIRE,1521 POST RD,PLOVER
1808924,TEANECK SHELL,209 CEDAR LANE,TEANECK
1810933,TECHNICENTER PLUS TIRE COMPANY,1010 GASTONIA HWY,BESSEMER CITY
1808029,TECUMSEH TIRE,615 MOHAWK,TECUMSEH
1812706,TED'S NORTHPORT,2740 NORTH BROADWAY,FARGO
1805609,Teds Kar Kare,329 US ROUTE 2,WATERBURY
1803673,TEDS TIRE SERVICE,1204 MONTGOMERY HWY,CENTREVILLE
1801727,TEE PEE TIRE INC,10800 SW 91ST AVE,OCALA
1806089,TELLICO TIRE,183 BANK STREET,TELLICO PLAINS
1811203,TENET PARTNERS DBA EXPRESS OIL,203 VULCAN WAY,DOTHAN
1805239,Tequesta Tire,350 Cypress Drive,Tequesta
1806853,TERRY CHAPIN NISSAN,1949 N. ROBERTS AVE,LUMBERTON
1812392,TERRY INC,19134 FOREST RD,LYNCHBURG
1812392,TERRY INC,19134 FOREST RD,LYNCHBURG
1922920,Terry's Automotive,2203 Harrison Ave NW,Olympia
1812693,Terrys North Coast Auto,3328 ST. CLAIR AVE NORTHEAST,CLEVELAND
1810494,TERRYS TIRE & TOW,311 EAST PRAIRIE STREET,BOSCOBEL
1809899,TERRYS TIRE AND SERVICE,P0 B0X 272,OZARK
1806878,Tetrault Tire Pros,4075 BROADWAY,EUREKA
1802757,TEXAS PLAINS OIL LUBE & TIRE,14126 HWY 36 S,LYONS
1809408,TEXAS STAR TIRE & AUTO,4600 W WACO DR,WACO
2026830,Texas Tire Outlet,1009 Columbus,Waco
1807932,TGK AUTOMOTIVE OF CRYSTAL,5337 EDGEWOOD AVE N,CRYSTAL
1807574,"THACKER'S REPAIR, INC.",HC 65 BOX 114,BLUEBELL
1935781,The Albany Oil Exchange,332 Hill Street,Albany
1808111,THE AUTO EXPERTS,1780 CHARM WAY,SACRAMENTO
1805537,THE BUGGY SHOP,354 N. CHILLICOTHE,PLAIN CITY
1810874,THE BURGGRAF CORPORATION,70500 EAST 128 RD. STE 1,WYANDOTTE
1803194,THE CAR CLINIC,925 S STATE ROAD #3,RUSHVILLE
1804560,"THE CARPORT OF TEXAS, INC.",14515 WALTERS RD.,HOUSTON
1810946,THE GAS STATION,16016 HILLARDAVE,LAKEWOOD
1807990,"THE KARNES COMPANY, LLC",P0 B0X 79,QUAPAW
1802583,THE MUFFLER CENTER,3560 HOLLAND ROAD,VIRGINIA BEACH
1802583,THE MUFFLER CENTER,3560 HOLLAND ROAD,VIRGINIA BEACH
1935766,The Oil Spot,606 East 3rd Street,Weston
1807293,THE PIT STOP,409 S. MAIN ST.,PERRYTON
1803472,The Pro Shop,575 N. WALNUT ST.,PINEBLUFF
1807198,The Ranch Hand,PO BOX 749,Eureka
1801809,The Tire Center Inc,1 Pearl St,Johnstown
1922915,The Tire Center of Burlington Inc.,508 S Church St,Burlington
1802169,THE TIRE OMNI,314 BUFORD DRIVE,LAWRENCEVILLE
1809617,THE TIRE SHOP,925 EDWARDS FERRY RD NE,LEESBURG
1805568,THE TIRE SHOP,1144 N UNION ST,COUNCIL GROVE
1808475,The Tire Shop,PO BOX 244,BIG OAK FLAT
1809626,THE TIRE SHOP,588 US HWY 45 NORTH,HENDERSON
1807791,THE TIRE SHOP OF SPLENDORA,14639 N. TRAM RD.,SPLENDORA
1812561,"The Tire Shop, Inc.",325 BLACK ROAD,SIDMAN
1812132,THE TIRE STORE,PO BOX 772,EAST LYME
1804028,THE TIRE STORE,5633 ATLANTA HIGHWAY,FLOWERY BRANCH
1810276,THE TIRE STORE,P.O. BOX 1191,PINEDALE
2021439,The Tire Store,252 Higuera St,San Luis Obispo
1808901,THE TIRE STORE LLC,523 SOUTH JEFFERSON STREET,NASHVILLE
1810430,The Ultimate Tire Shop Ltd,582 MAIN ST,POUGHKEEPSIE
2026718,The Wheel and Tire Guy LLC,4091 N.E. 36th Ave,Ocala
1804463,THERMOPOLIS PETRO & TIRE,P0 B0X 1210,THERMOPOLIS
1813377,THIEL'S TIRE & AUTO,403 HOWARD AVENUE,ST PAUL
1940821,Thiele Garage Inc,110 W Main Street,Perry
1806156,Thomas Auto Repair,P0 B0X 589,WELLS
1807601,THOMAS TIRE,162 N CHERRY ST,ASHEBORO
1807847,"THOMAS TIRE CENTER, LLC",3555 SOUTH 3600 WEST,WEST VALLEY CITY
1804821,"THOMPSON & BUCK, INC.",303 N. 2ND STREET,CLEARFIELD
1811946,THOMPSON RUN TIRE,41562 THOMPSON RUN RD,TITUSVILLE
1813428,Thompson Tire,45 ROBERTS LANE,LEWISPORT
1808159,THOMSON TIRE & WHEEL,31 MILL CREEK CHURCH RD,ELLABELL
1813013,"THORNTON TIRE AND AUTO SERVICE, LLC.",5724 TERRY RD.,BYRAM
1809194,THRIFTY TIRE OF ROXBORO,705 N. MADISON BLVD.,ROXBORO
1809194,THRIFTY TIRE OF ROXBORO,705 N. MADISON BLVD.,ROXBORO
1802614,THYS MOTOR COMPANY,"210 7TH AVE, STE 1",BELLE PLAINE
1810599,TIC TOC TIRE - Danville,POX BOX 670,DANVILLE
2025330,Ticolo Tire's Inc.,5329 15th St E,Bradenton
1812545,TIEMAN TIRE OF BLOOMINGTON,2002 YOST AVENUE,BLOOMINGTON
1813544,TIEMAN TIRE SWITZ CITY,PO BOX 254,SWITZ CITY
1803544,TIGER TIRE AND LUBE,200 E HWY 20,GORDON
1812998,TILLAMOOK TIRE SERVICE,2108 11TH STREET,TILLAMOOK
1812199,TILTONS AUTOMOTIVE SERVICE,6661 HUNTLEY ROAD,COLUMBUS
1813473,Tim & Jays Automotive Specialist Inc,1320 E MAIN ST,LITTLE CHUTE
1803851,TIM LESLIE TIRE,296 NORTH GRATIOT,MOUNT CLEMENS
1803788,TIM NORTON AUTO SERVICE LLC,1129 LOOP ROAD,FALMOUTH
1801980,TIM'S CAR CARE,13589 AIRLINE HWY.,GONZALES
1805792,TIM'S TIRE,3605 E HWY 218,MONROE
1805311,Tim's Tire Time,261 W ST LOUIS ST,NASHVILLE
1808961,TIM-TOM LLC,PO BOX 246,KITTRIDGE
1812229,Timbes Tire,PO BOX 131,BURNSVILLE
1810324,Timmy Tire,389 Anderson rd,East Tawas
1806299,Tims Amoco,102 N ANKENY BLVD,ANKENY
1801908,Tims Auto Repair LLC,157 MARSH CREEK RD,WELLSBORO
1805580,TIMS TIRE & AUTOMOTIVE CENTER LLC,1213 WASHINGTON ROAD,THOMSON
1806215,Tip Top Tire,1618 JERICHO STREET,WHITE RIVER JCT.
1803346,"TIRE & AUTO PROS, INC.",12150 US HWY 301,DADE CITY
1803509,TIRE & BRAKE CLINIC,181 CLAY STREET,THOMASTON
1805643,TIRE & WHEEL SPECIALISTS DBA BUDGET TIRE,907 LANSING AVE,JACKSON
1810511,TIRE & WHEEL WORLD,328 E. ALISAL ST,SALINAS
1811381,TIRE BARN,14645 S MEMORIAL DR.,BIXBY
1806902,TIRE BARN,2171 RT 130,NORTH BRUNSWICK
1813278,TIRE BARN,P0 B0X 991,GAINESVILLE
1806393,TIRE BARON,4165 TORRESDALE AVENUE,PHILADELPHIA
1810438,TIRE BUYER'S & AUTO CARE,6851 RISING SUN AVENUE,PHILADELPHIA
1808296,TIRE CITY,2917 VETERANS HWY.,BRISTOL
1811189,TIRE CONNECTION,754 RAMSEY AVE,HILLSIDE
1812813,Tire Consultants Inc.,560 NORTH READING RD,EPHRATA
1805988,Tire Country Inc,714 UNION RD.,GASTONIA
1803552,"TIRE COUNTRY OF MEBANE, INC.",2254 S. HWY 119,MEBANE
1803552,"TIRE COUNTRY OF MEBANE, INC.",2254 S. HWY 119,MEBANE
1802568,TIRE COUNTRY OF RIVERHEAD,1070 OLD COUNTRY RD.,RIVERHEAD
2026533,TIRE DEPOT,2804 N VOLUSIA AVE,ORANGE CITY
1804423,TIRE DEPOT,1191 OLD FANNIN RD,BRANDON
1809575,TIRE DEPOT CO,8090 RANCHERS RD NE,FRIDLEY
1804213,TIRE DOCTOR LLC,8 FEDERAL ST,BLACKSTONE
1804921,TIRE ENGINEERS,1880 SOUTHPARK DRIVE,BIRMINGHAM
1813330,TIRE EXPERTS,9399 GREENBACK LN.,ORANGEVALE
1803546,TIRE EXPRESS,4866 WADSWORTH RD,DAYTON
1805107,TIRE EXPRESS,533 TAYLOR ST.,NEW CASTLE
1805269,TIRE EXPRESS,529 N HIGHWAY 113,CARROLLTON
1807179,TIRE EXPRESS BRANFORD LLC,253 EAST MAIN ST,BRANFORD
1805079,TIRE GUY LLC,42007B SE HWY 26,SANDY
1806235,TIRE GUYS LLC,1717 E RIVERSIDE BLVD.,ROCKFORD
1804764,Tire It Wholesale,388 N. JEBAVY DR.,LUDINGTON
1811049,Tire King,PO Box 323,Sussex
1809407,Tire King & Auto Service,112 S. FIRST STREET,KING CITY
1810578,TIRE KINGDOM,533 ROUTE 145,CAIRO
2028143,Tire Land USA,317 N Cole Hill Rd,Nichols
1811559,Tire Masters,675 ARCH STREET,WILLIAMSPORT
1809725,TIRE MAX,706 BURTON ST,MADISON
1809725,TIRE MAX,706 BURTON ST,MADISON
1806069,TIRE MAXX,2862 US 70 E,MORGANTON
1934736,Tire Motive Service Center,131 N Marion Rd,Sioux Falls
1811671,TIRE ONE AUTO CENTER,3325 S 38TH ST,GRAND FORKS
1810714,TIRE OPTIONS dba PRO WHEELS AND TIRES,244 KRUSE AVE,MONROVIA
1802570,TIRE OUTLET AUTO SERVICE,901 SOUTH SECOND ST.,SAN JOSE
1804418,TIRE PRO LLC,2015B Smokey Park,CANDLER
1808971,TIRE RACK,220 EAST UNION STREET,NEWARK
1808948,TIRE REPAIR SALES & SERVICE INC,2766 EVANS ROAD,EATON
1806772,TIRE ROUND UP,2011 N CITRUS BLVD,LEESBURG
1813307,TIRE SALES LLC DBA TIRE SALES & SERVICE,600 FIRST STATE BLVD,NEWPORT
1811655,"TIRE SALES, INC.",14244 W. CRESCENT DOVER RD.,CRESCENT
1802548,Tire Shak Inc,12 GREAT HILL RD.,ANSONIA
1806110,TIRE SOLUTIONS,402 MULDEE ST.,DURHAM
1806110,TIRE SOLUTIONS,402 MULDEE ST.,DURHAM
1812167,TIRE SPECIALIST OF MORGANTON,380 E. FLEMING DR.,MORGANTON
1810878,TIRE SPOT SERVICE,405 US 41 HWY N,RUSKIN
1812466,TIRE TOWN,622 OAK AVE,SULPHER SPRINGS
1810797,TIRE TOWN AUTO SERVICE LLC,4020 OLD GENTILLY ROAD,NEW ORLEANS
1811265,TIRE TOWN INC.,110-01 NORTHERN BLVD.,CORONA
1810828,TIRE TOWN PARSELL'S AUTO SERVICE,616 MAIN STREET SOUTH,SOUTHBURY
1804604,"Tire Town, Inc.",358 CREEKSIDE DRIVE,STATE COLLEGE
1803734,TIRE TRACKS,18612 NW FRONTAGE RD,JOLIET
1932492,Tire Tracks of Springdale,221 E County Line Road,Springdale
1806259,"TIRE TRACS, INC",2336 US HWY. 13 SOUTH,AHOSKIE
1811590,TIRE WAREHOUSE INC,735 BALLSTON LAKE ROAD,CLIFTON PARK
1806739,TIRE WHOLESALERS PLUS,424 W. MAIN,FREMONT
1806022,TIRE WORKS TOTAL CAR CARE,5980 S. FORT APACHE RD,LAS VEGAS
1805317,TIRE WORLD,1191 ELIZAVILLE ROAD,FLEMINGSBURG
1811726,TIRE WORLD,4420 CENTENNIAL,COLORADO SPRINGS
1806730,TIRE WORLD INC,5257 SWANSON RD,ROSCOE
1808331,"TIRE WORLD OF FREDERICK, INC.",5820 WOODWIND CIRCLE,FREDERICK
1812346,TIRE WORX,1090 HWY 110N.,WHITEHOUSE
1811871,TIRE ZONE,113 US Highway 271 North,GILMER
1807971,TIRE-RIFIK INC,200 S SECOND ST,WATERTOWN
1801658,"TIRELINK, LLC",23020 N FREEWAY SERVICE RD,SPRING
1805725,TIREMAN AUTO SERVICE CENTERS LTD,6945 OLD PINE LN,MAUMEE
1808081,TIREMAN LLC WEST,12054 TIMBERLINE TRACE DRIVE NORTH,GRANGER
1813078,Tiremasters Inc,2320 SPARTANBURG HWY,EAST FLAT ROCK
1805820,Tirequest Automotive,220 HWY 53 E,CALHOUN
1806223,Tires & More,PO BOX 404,FORD CITY
1812359,Tires 2000,500 ARLINGTON CT,MIDDLEVILLE
1802090,Tires and More,1556 S. WATER ST.,KENT
1809928,TIRES DIRECT INC.,2800 FOWLER,FT MYERS
1810962,Tires For Less,PO BOX 504,GREENBRIER
1807645,TIRES FOR LESS,2147 W. 12 TH STREET,ERIE
1802600,TIRES INC,117 E 9 MILE RD,PENSACOLA
1812118,Tires MD LLC,654 W Main Street,Campbellsville
1812839,TIRES N MORE,PO BOX 496,CABOT
1808415,Tires N Such,2715 HEATH RD,HASTINGS
1801709,Tires of Silver Spring,4420 WINDING OAK DR,OLNEY
1809033,TIRES OF TOCCOA,626 E. CURRAHEE STREET,TOCCOA
1805479,TIRES OF WINDER LLC,4564 CROOKED CREEK ROAD,GAINESVILLE
1808059,TIRES ONLY,3911 CLOVERDALE ROAD,FLORENCE
1809644,TIRES PLUS INC,1059 ULSTER AVENUE,KINGSTON
1803205,Tires Plus Inc of Valdese,1375 HWY 70 ,Valdese
1810291,TIRES PLUS OF BEMIDJI,2525 MIDDLE SCHOOL ROAD NW,BEMIDJI
1812520,"TIRES PLUS, INC",P0 B0X 249,PURVIS
1808946,Tires R Us,22630 ST RT 73,WEST PORTSMOUTH
1808219,TIRES TIRES,2409 RT 35,MANASQUAN
1802769,TIRES TIRES TIRES,8810  EVERGREEN WAY,EVERETT
1801721,TIRES UNLIMITED II,200 W WADE HAMPTON BLVD,GREER
1805301,TIRES UNLIMITED OF SILICON VALLEY,3744 STEVENS CREEK BLVD,SAN JOSE
1813064,TIREWORKS,420 W. 1ST,HEREFORD
1807277,"TIREWORKS COMPANY, INC.",1500 S. CENTRAL AVE,PHOENIX
1812192,TIREWORKS MORRO BAY,351 QUINTANA ROAD,MORROW BAY
1808354,TIREWORKS TIRE PROS OF MULESHOE,220 EAST AMERICAN BLVD,MULESHOE
2036184,Tirple JJJ Motors,500 NE 70th St,Ocala
1921243,TJ Industries LLC dba Douglas Tire Center,213 West Yellowstone Hwy,Douglas
1812570,"TJA AUTO GROUP, INC. dba TJA AUTO CARE",161 RIDGE ROAD,LYNDHURST
1809414,TJS TIRE PROS,1595 E. HWY 40,ROOSEVELT
1809399,TJT TIRE & SERVICE LLC,6730 W. 133RD AVE,CEDAR LAKE
1809780,TNW AUTOMOTIVE,2501 W. THIRD ST,BLOOMINGTON
1811157,Toby's Tire Center Inc.,404 N Broadwell,Grand Island
1801713,TODDS TIRE,21321 219TH ST,TONGANOXIE
1808134,Tom and Pauls Tire Trax Inc,1233 E Main St,Rochester
1808588,Tom Dwyer Auto Services,530 SE TENINO STREET,PORTLAND
1810203,TOM HODGES TIRE SERVICE CENTER,24179 TOM HODGES DR,HOLLYWOOD
1803719,Tom Smith Tractor,63103 66TH STREET,HARTFORD
1802371,TOM'S AUTO CLINIC,1818 EASTERN AVENUE,GALLIPOLIS
2020924,Tom's Automotive,730 Q Street,Sacramento
1808139,Tom's Fleet & Tire Service,1140 GLASS RUN ROAD,PITTSBURGH
1980959,Tom's Motors of Barberville LLC,1600 US Highway 17,Pierson
1806015,TOM'S TIRE WORLD,1434 S CLACK,ABILENE
1922795,Tomar Auto,210 West Main Street,Patchogue
1812632,TOMMYS OILWELL DRILLING DBA STAR TIRE & SUPPLY,228 Elm Street,Graham
1985107,Toms Mobil Service Inc,1935 Rice St,Roseville
1807907,TOMS REPAIR SHOP,101 SOUTH PUTT CORNERS RD,NEW PALTZ
1812525,Toms Service,208 14TH STREET S.,BENSON
1809456,TONER TIRE,PO BOX 266,RUDYARD
1807142,TONY GOSSELIN & SONS' TIRE,525 COMMERCIAL ST.,EUREKA
1807945,"Tony Tyke, Inc.",4020 WILLIAM PENN HWY,MONROEVILLE
1802327,"Tony's Garage, LTD",1856 STORRS ROAD,STORRS
1806476,Tony's Tire Service Inc,340 CLOSZ DR,WEBSTER CITY
1810202,TONY'S TIRES & WHEELS,2067 SOUTH MAIN STREET,WATERBURY
1811309,Tonys Garage,4828 LEHIGH DR,WALNUTPORT
1813512,Tonys Tire & Auto Repair,102 S. CHERRY STREET,VALENTINE
1801796,Tonys Tire Service,7200 S. 28TH ST.,FORT SMITH
1808468,TOP QUALITY AUTO PARTS INC,19013 US HIGHWAY 50 WEST,CHILLICOTHE
1809910,TOP SHELF TIRES INC.,9617 US 10,RAMSEY
1807539,Top Tech Auto,3110 ROCHESTER RD,ROYAL OAK
1806665,TOP TIRE LLC,2151 W. HOUGHTON LAKE DR,HOUGHTON LAKE
1812698,TOPS TIRE AND WHEEL,1100 TEXAS AVE,EL PASO
1806144,Torbitts Service Center Inc,29 DONOVEN DRIVE,OSWEGO
1808896,TOTAL AUTO REPAIR & SERVICE,325 ROSMAN HWY,BREVARD
1806661,TOTAL AUTO SERVICE,P0 B0X 723,HARLAN
1987454,TOTAL TIRE SERVICE LLC.,130 INDUSTRIAL DRIVE,BUCKLEY
1807129,TOWER TIRE,312 4TH STREET,BLAWNOX
1802919,"TOWERS SERVICE CENTER, INC",606 MACARTHUR BLVD,POCASSET
1807998,Town & Country Service Center,P0 B0X 457,OGALOGA
1812716,TOWN & COUNTRY TIRE SUPPLY,201 COMMERSIAL STREET,ATCHISON
1808389,Town Square Auto Parts,10379 SOUTHERN MARYLAND BLVD.,DUNKIRK
1804344,Tracy's Old Castle,2905 MAIN ST,MARLETTE
1806816,TRACYS AUTO REPAIR CORP.,110 NORTH MAIN,HEBER
1813539,TRADE CENTER AUTOMOTIVE INC,6220 SOUTH 57TH STREET,LINCOLN
1807722,TRAINER'S AUTOMOTIVE LLC,24 SUNSET MEADOWS,ST.ALBANS
2020363,Tread 'N' Gone LLC,6901 S Pierce St #337,Littleton
1812795,TREAD'S TIRE,102 S WEST OUTER RD,ARCHIE
1804341,TREADS,2569 W. OKLAHOMA,ULYSSES
1806856,TREADS LLC,6408 HWY 52,GILLSVILLE
1805448,TREADS&CARE,100 WOODDALE BLVD,BATON ROUGE
1811714,TREDROC TIRE - OAK CREEK,280 FALCON RIDGE DR ,BURLINGTON
1807378,TREDROC TIRE SERVICES - ANTIOCH,3910 S CHERRY VALLEY RD,WOODSTOCK
1812400,TREDROC TIRE SERVICES - ELK GROVE VILLAGE,2222 Cheswick Ct,Round Lake Beach 
1807578,Tredroc Tire Services - Rockford,875 RALSTON RD,MACHESNEY PARK
1807579,Tredroc Tire Services - West Chicago,324 CASSIDY LANE,ELGIN
1806082,TRENTON TIRE,PO BOX 393,TRENTON
1802033,TRES AMIGOS AUTO SERVICE INC,560 E. GISH ROAD,SAN JOSE
1953632,Tri Action Auto,50002 Gratiot Avenue,Chesterfield
1804705,Tri City Tire Service,365 EAST MOUNTAIN ST,RUTHERFORDTON
1805617,TRI COUNTY FS,P O BOX 367,JERSEYVILLE
1806503,Tri County Tire,155 EAST STREET,SMETHPORT
1805663,TRI STAR AUTOMOTIVE,100 POWERS WAY,TYRONE
1806206,"TRI STATE GROWERS,INC.",PO BOX 908,MOUNTAIN CITY
1810040,TRI STATE TIRE SERVICE,399 Lake Hurst Rd,BROWNS MILLS
1804702,TRI-COUNTY TIRE,1004 N. MAIN ST.,NAVARRE
1806239,Tri-County Tire Inc,7511 JERUSALEM,OREGON
1809485,TRI-STATE TIRE INC,1658 SOUTH 580 EAST,AMERICAN FORK
1806442,Triangle DBA Rays Tire,58 E Merritt Island Causeway,Merritt Island
1931736,Triangle Tires and Auto Service Center,1059 NC Hwy 54 W,Chapel Hill
1931736,Triangle Tires and Auto Service Center,1059 NC Hwy 54 W,Chapel Hill
1805985,TRIGAR TIRE & AUTO SERVICE CENTER LLC,105 HENRY AVE,HUGHESVILLE
1810737,TRINITY TIRE,771 SCIOTO ST,URBANA
1808046,TRINITY TIRE AND AUTO,1810 WASHINGTON ST.,JEFFERSON
1808062,Triple S Tires & Brakes,1124 SEBASTOPOL RD,SANTA ROSA
1810658,Trojan Auto Care,2365 WORTHINGTON DR.,TROY
1802927,Trombley's Auto Repair LLC,118 Clauverwie Road,Middleburgh
1813367,TROUSDALE PARTS,194 S MAIN,TROUSDALE
1807191,TROY AUTO CARE,376 MINNESOTA DR,TROY
1809334,Troy Tire and Equipment Co Inc,6601 FALLBROOK ROAD,TROY
2024783,Truckee Tire,10855 W. River St. #4,Truckee
1804386,Trusty Tire,1074 OLD FORREST RD,CORYDON
1804874,Tucciarones Auto and Truck,10055 MAIN ST,CLARENCE
1807193,TUCKER TIRE,27942 FORBES RD,LAGUNA NIGUEL
1804831,TUFFY ,48124 VAN DYKE,SHELBY TWP
1812410,TUFFY AUTO SERVICE,2770 RACE TRACK RD,JACKSONVILLE
1812143,TUFFY AUTO SERVICE CENTER,PO BOX 772045,OCALA
1804096,TUFFY AUTO SERVICE TROY,530 EAST MAPLE RD,TROY
1922619,Tuffy Tire & Auto,385 W Mitchell Hammock RD,Oviedo
1807892,TUFFY TIRE & AUTO SERVICE CENTER – HUNTERSVILLE,16925 CALDWELL CREEK DR,HUNTERSVILLE
1803939,TULLY AUTO SUPPLY,2 GROVE ST,TULLY
1809353,"TUPELO TIRE AND WHEEL,LLC",1938 MCCULLOUGH BLVD.,TUPELO
1812987,TURBO TIRE,401 S HAMILTON ST,DALTON
1810950,Turner Tire,1124 CAMP RD,JASPER
1806455,TURNER TIRE,P0 B0X 1156,CLEVELAND
1808967,TURNER'S GARAGE,635 MYERS MILL RD,STATESVILLE
1807787,TURPINS AUTO REPAIR,1216 S. ROANE ST.,HARRIMAN
1812306,TUSCALOOSA TIRE,515 Skyland Blvd,TUSCALOOSA
1809115,TWIN CITY TIRE,609 WILSON STREET,BREWER
1811035,TWIN CITY TIRES & AUTOMOTIVE,700 STELLA ST,WEST MONROE
1803189,TWIN COUNTY TIRE,103 W. WEBSTER ST,GALAX
1806376,Twin Valley Tire,516 W 4TH AVE,MILBANK
1954686,Two Brothers Oil & Lube,106 Highway 34,West Monroe
1806774,TWO GUYS TIRES & AUTO REPAIR,366 N JOHN YOUNG PKWY,ORLANDO
1802423,TWO VALLEY TIRE,P0 B0X 4,EAGLE
1813343,TX8 AUTO CARE,1672 E 14TH ST,SAN LEANRO
1802213,TYLER'S AUTOMOTIVE,111 W MILL ST,PLAINVILLE
1805404,TYRONE TIRE CO. INC.,985 A SENOIA RD.,TYRONE
1805696,TYRRELL TIRES,105 N. CAMBELL ST.,RAPID CITY
1803092,UBLY MOTORS,2115 MAIN ST,UBLY
1803361,Uhl Rubber Co.,701 E. MAIN STREET,VISALIA
1810995,Ulmer's Auto Care,6620 WOOSTER PIKE,CINCINNATI
1807042,ULTIMATE AUTOMOTIVE,4707 E ARROWHEAD PKWY,SIOUX FALLS
1804387,ULTIMATE MOBILE WHEEL & TIRE,15855 N. GREENWAY-HAYDEN LOOP,SCOTTSDALE
1802733,UNCLE KENS TIRES UNLIMITED,26248 MICHIGAN AVE,INKSTER
1806864,Uneeda Tire,1007 MORAVIA ST.,NEW CASTLE
1809068,Uneeda Tire Co.,508 GLEN AVE.,ELLWOOD CITY
1803778,UNION TIRE & AUTO,104 N. MAIN STREET,UNION
1809264,Unionville Automotive,32B DEPOT PLACE,UNIONVILLE
1805127,UNIQUE AUTOMOTIVE,201 RT 70,LAKEHURST
1807528,United Auto Center,2468 CHURCHVILLE RD,BEL AIR
1805266,United Electric,308 1ST AVE N,FARGO
1811501,UNITED TIRE & SERVICE-QUAKERTOWN,1113 NORTH WEST END BLVD,QUAKERTOWN
1808246,United Tire and Auto,PO BOX 522,RED LION
1802965,UNITED TIRE AND WHEEL,5301 EVERGREEN WAY,EVERETT
1802708,UNITED TIRE CENTERS LLC,1330 SIMPSON WAY,ESCONDIDO
1808868,UNIVERSAL NISSAN,12785 S ORANGE BLOSSOM TRAIL,ORLANDO
1808244,UNIVERSITY AUTO INC.,100 W. DICKSON ST.,FAYETTEVILLE
1811993,UNIVERSITY CAR CARE,4900 B HAMPTON BLVD,NORFOLK
1811993,UNIVERSITY CAR CARE,4900 B HAMPTON BLVD,NORFOLK
1812717,UNIVERSITY HILLS CONOCO,2575 S COLORADO BLVD,DENVER
1806778,"UP JANITORIAL SERVICE, INC DBA: AUTO-PRO GLASS & T",1212 W MEMORIAL DR,HAUGHTON
1807420,Upper Gwynedd Service Center,790 SUMNEYTOWN PIKE,LANSDALE
1805490,URBANA TRUE TIRES,608 N CUNNINGHAM AVE,URBANA
1811878,URICH TIRES PLUS,104 W GRAHAM RD,URICH
1804103,URTD dba REECE TIRE DEALS,283 WEAVERVILLE HWY,ASHEVILLE
1805492,USA TIRE,1501 E DOROTHY LANE,KETTERING
1806905,USA TIRE AND WHEEL,1301 BURTON ST,FULLERTON
1806468,USA Tires Inc,2000 SANDER ST.,WOODLAND
1811073,UTILITY TIRE,447 W BROWN ST,PAMPA
1808406,UTTON'S AUTOMOTIVE,16 IRA B RD,WORCESTER
